Comment,Category,Value,Sentiment
As a Moroccan I wish success to the Burka and all the support for the orange teamIf the defeat and this will be sad then Moroccans accept everything in a sporting spirit of our hearts with the affection to the core,sport,0.73909897,Positive
It is nice for the Portuguese coach to trust above to measure and give them what their legs are destroyed but the land but the players are the result of the volcano of Econo and it puts everything they have to the final discussion and it will play it every year and this title will be the fruit of their efforts so their footballing God willing will be successful,sport,0.7037565,Positive
Glory be to some of the coaches when he feels that he is threatened with support or a fear of his opponentIncrease,sport,0.68342817,Neutral
Especially the Berkane Renaissance players to Bago returns to the cup for Morocco or excludes their own what he listens to the Tunisian coach or does not follow the plans and instructions Diallo especially the players understand their evidence before the match or agree on the most accurate of their own they fight on the field of the playersAnd leaving the match or going to play despite the coach's desire,sport,0.62977564,Neutral
Abu Trika is a skill ethics and jealousy of Muslims A man with the principles of all respect and appreciation honoring the Arab nation,sport,0.6414198,Neutral
I do not understand everyone who adheres to or rather divorced the world with all its billionaires The terrorists of terrorism have no religion and no homeWhat happened what happens and what will happen they take advantage of the media and propaganda to wash the brain of their peoples with heroism and statistics,sport,0.9165958,Negative
I swear to God to Aziz Ali this person and his journey,sport,0.64345664,Neutral
Kalashi is reading upside down,sport,0.76320046,Neutral
Abu Trika is a polite man and an authentic Egyptian Arab creation with him the traditional Moroccan costume as the Maghreb says and may God protect him and many like him,sport,0.84789973,Positive
Abu Trika was already a great player but as a football matches analyst he is without average in any case This is my opinion,sport,0.48401996,Positive
An authentic man is a son we love in God because of his high morals far from terrorism He is the one who has been practiced by terrorism and intimidation We ask God to make these nervous days that he lived in the balance of his good deeds,sport,0.7453595,Positive
The terrorism law has been approved to fight Islam and Muslims and everyone who opposes dictatorial regimes in the Arab countries,sport,0.65055203,Neutral
This person deserves respect and appreciation loved by the Arabs not only Egypt,sport,0.897097,Positive
A loved one for everyone and weighs every high word for a magic man in the green rectangle and outside,sport,0.8283637,Positive
Praise be to God for your safety beautiful news Sure he entered the joy and pleasure on you your family and your friends,sport,0.97305524,Positive
This word thinks of me or my ticket after the global ruin and what the Nazis did there There is a people who made themselves a law that protects it from the question or even the harm to it These laws apply to everyone who wants to include this people in any discussion that is worthy of the accusation of the sublime to get rid of it now there are bites and terrorism to get rid of fromHe says the word truth,sport,0.55425936,Negative
The elegance of the traditional Moroccan dress the Moroccan robes is on the authority of it and it is not higher,sport,0.72676754,Neutral
And brother dropping the charge of terrorism but for the current system the accommodation is located especially the one who does not enter,sport,0.57590294,Neutral
Days I heard in the global media say that he is a created and religious playerThe stars and this player in their imagination will affect the children negatively the same thing happened with Bin Zima when he went to the Saudi league and the false media attacked him difficult in a hypocritical world,sport,0.86266965,Negative
The Moroccan jellaba my brother Abu Trika came with you,sport,0.92931855,Neutral
And whoever refers to the path of God is calculated by an extremist Fear God in yourselves The chair does not last,sport,0.5907852,Negative
A respectable man and a free Muslim may God reward him with good,sport,0.9225083,Positive
The absence of Hamadallah was greatly rejected on the team as the federation became a weak team very frankly Hamdallah is the reason for the federation to rise to the fifth place and without it the union was in the worst positions because it does not offer anything,sport,0.8301751,Negative
The matter was spent and the hour of SatB ignorant they attack as flies attack on a paper that intertwines with everyone who has aura and in Qatar was in D and in D He drew a goal that decreases he wants to play a role but his fight has become the Asian Union he came down to him for the tigers and it is not registered,sport,0.5528617,Neutral
Al -Mutlafin Al -Sati the shock brought them fiercely and they are superior to me and from them I walked to run the endowment for me I am crazy about it and it is a fuss and the loyalty of the bottom of the lame with a long stickAnd the night of my world is not Homsamu Campus or Pasarilla with Aweisha's arms and we blow him with Nafikh Kudziliga in the team and Gabrou turns them in the jellyfish and my words DrainAnd the Speardila,sport,0.6322846,Neutral
Oh God go the dress Lord of the people heal you are the healer no healing except for your recovery,sport,0.6140647,Neutral
Come on let us smile and get to know the afternoon news Whoever scored all the Saudi League guards Hamdallah who is the second top scorer of the century for Africa Hamdallah who is the historical goalscorer of the Saudi League Hamdallah who scored more than one goal of Hamdallah who scored in the cup and the championship with the presence of the stars of the world Hamdallah who will score Hamdallah from the scorerPraise be to God you are wonderful my world Hamdallah,sport,0.9334006,Positive
If Amin Adly with Leverkuzen has a brilliance of the Mansiri records as a bird in the air they shave as the star of Al -Kaabi and Rahimi brightened without being tired of them they deserve to mention and testify with the rightStop a picker as soon as the Rakraki ignored him and entered into a decrease that approached a year and for retirement in the horizons Al -Sati became past and a memory that pronounces the issuance of wax melting on him so he burned to Sati with the team in QatarFor the mountains she climbed to the acrobat he wanted to play with Vanzlzab for a scourge who lived with aura that no longer shines or moved,sport,0.82451177,Neutral
Do not be sad hero whoever does not taste true happiness is that he will be happy in his daily life so he only has to see all the goals of the world Hamdallah Andak will feel the great joy and that our champion of the World Ed,sport,0.9061904,Positive
May God protect him,sport,0.7797263,Positive
Hamad Allah suffered from injuries throughout the season the star of the federation and a goal The level of the federation has declined due to the absence of Hamad Allah,sport,0.81093574,Negative
Hamad Allah remains one of the best strikers in a Saudi league and the coach relied on him in scoring goals His team has been affected and brought to the fifth fourth He scored two goals on Puno and a goal on Al -Muhammadi,sport,0.8005341,Positive
Thus the curse of injuries follows Hamdallah the star of the union and its goal is to recover for all Moroccan players,sport,0.62151814,Neutral
No Bagha forgive Idriyah as Dairy is in something in front of the public,sport,0.55798906,Neutral
Al -Shahat is a moody player and ugly the Moroccan concept and Al -Shaibi is a stubborn player and the two do not meet me,sport,0.91422105,Negative
I hope to take his penalty and sport is morals,sport,0.62373185,Neutral
The stick for those who disobey and be a role model for others whatever the ruling,sport,0.6161203,Neutral
What this Egyptian player has done against the Moroccan player Mohamed El -Shebi is not related to sports and far from the rules of the football game and therefore resorting to the judiciary is the only way to limit such attacks and we as Moroccans have full confidence in Egyptian justice to take the appropriate judgmentIn the case that was condemned by the sports street whether in Egypt or in Morocco,sport,0.5181351,Neutral
The Egyptian judiciary is the one who is delaying and the heaviest steps,sport,0.67606205,Negative
On the authority of Abu Dharr on the authority of the Prophet peace and blessings be upon him that he said God Almighty says O I have forbidden injustice to myself and made him among you so do not be oppressed,sport,0.5994664,Neutral
No to waiver the Egyptians are the tyrants especially they are talking about some nor do you generalize Tago their vocabulary is the Pharaohs they walk with their marriage I wish the judiciary to take his course Bash learns to insult the MoroccansIt means giving up the dignity of one of our children a cell that walks is raised and we will see and we will see where I hate the arrogant,sport,0.94347024,Negative
Allegedly the fact that Nabil Dirar Yunus Belniya or Radwan Al -Alali in Balasa Al -Shibiouash was a valid for a valor that one thing has one thing that has a damage to the Shahat and SiftabYou felt with it,sport,0.7037737,Neutral
Al -Shahat must be punished and we say to the young,sport,0.6220418,Negative
Hada Al -Taghi nicknamed Al -Shahat must be punished with the most severe penalties with the prison for at least for a period and a financial love of millions of dollars to be a lesson for the tyrants and all the enemies of peace and peace,sport,0.85411346,Negative
The use of the vocabulary of insults insults and beating only to blur the singularity of the slave and we are upset that they avoid mentioning it because of its negative impact on the psyche of every Moroccan because the slave summarizes all forms of psychological abuse which is the most important,sport,0.91640335,Negative
Al -Shahat had previously been punished which incited him to more so it must be caught and punished so that the ball does not return,sport,0.49567586,Neutral
No to waive the issue the issue has become the issue of all Moroccans and not Al -Shaibi alone We are ready to provide moral and material support to Al -Shaibi,sport,0.7081266,Neutral
Tolerance in the things of many things cannot be tolerance as a lip,sport,0.62497514,Negative
I ask Al -Shebi to leave Egypt after pronouncing the ruling which will often be in favor of revenge especially since there are several cases ongoing with the Egyptian courts related to killing and its primary motive is revenge,sport,0.6844809,Negative
First Al -Shaibi is considered in any way because he plays in an Egyptian club and the second need for the despicable and malicious method for me,sport,0.8764628,Negative
Greetings to you the service is its grace and the rest of the rest does not matter,sport,0.82225084,Positive
The title was lost in the first leg when you received a goal in the second half,sport,0.52351844,Neutral
The Renaissance of a volcano must play defensively with the exploitation of any offensive rebound in the Olivian half the second half on it with the attack,sport,0.8911952,Neutral
God willing you are the victors and there is no fear for you as usual my habit my goalkeeper and perfection from God advice to you,sport,0.7904314,Positive
From this defeatist statement Bina Al -Moral and Kayojo for the statement after the match the team this year its level is volatile our hearts because the image of the homeland is the one at stake,sport,0.5929517,Negative
Why the teams sponsored by the authority collapses immediately after the authority of the authority’s demise from the political scene such as the Marrakesh planet the renaissance of Settat and the Quneitri club,sport,0.6701238,Neutral
Were it not for bias and towards the renaissance of a volcano at an expense it would not have been able to reach the final,sport,0.5716889,Negative
By God I did not understand something alone boycotting the mercy of God as if a volcano was defeated in an interview to go God willing we will start and we are applying with two goals for one I mean we will play to maintain the cleanliness of our networks and we rely on the apostates and God answers the facilitation and we see God Nisalio zero to zero and one for one and notWe trap one to zero,sport,0.65405685,Neutral
To the owner of the comment it is time for the Algerians to understand that the tournaments supervised by the CAF or FIFA have the rules that include all the next teams to participateBerkane from the beginning of his participation in the Confederation Cup of Africa the same shirt approved the Algerian fate to object to it at the beginning until he reached the incident of Algeria Airport where the Algerian authorities decided and compensated todayBecause this media does not want to understand that the official shirts formed before the beginning of the demonstrations,sport,0.5861957,Neutral
Yes it is the seque,sport,0.59776354,Neutral
Geagea Geagea Geagea Geagea,sport,0.8055683,Neutral
They had to dress the map shirt,sport,0.7985713,Neutral
God is God for the model of God bless them,sport,0.912782,Positive
One billion and a million deserved,sport,0.626893,Neutral
A million congratulations to the cultivation and more brilliance God willing,sport,0.9760994,Positive
Bravo honored us heroes,sport,0.854052,Positive
Gadi remains the followers of Morocco until July in the case of North Korea,sport,0.91796404,Neutral
Fire on the scandal of Wana Kfoul I don’t have a volcano that plays the words of Talaw our betrayal they said O God I will not be to you and a six -year,sport,0.6323165,Negative
Thank you for not being directly transferred to the Moroccan women's national team and the people of the people who Hook in order to preserve the mental and mental health of its citizens It is assumed that their president should address them tonight to remind them not to forget,sport,0.6266799,Neutral
Glory and victory for the Walidat of Morocco honored the country may God be pleased with you,sport,0.95834744,Positive
Congratulations to the Atlas Louers for their victory over Algeria with goals for zero in the total of the two matches,sport,0.96613723,Positive
The victory has been confirmed to Kraghal,sport,0.5578163,Neutral
Raqqa and Al -Skatra Al -Ridha satisfaction and the second -caalization is the reason,sport,0.8832954,Neutral
The bump,sport,0.63963425,Neutral
The striking force Hahahahadi sticks it into the Kef and to God hears us good and congratulations to us by the Moroccan Sahara and you will remain Moroccan,sport,0.82721984,Positive
Algeria preferred not to transfer the match to the harshness of the scene,sport,0.6705161,Neutral
Prayer and peace be upon the Messenger of God at all Jah our master Muhammad may God bless you may God bless you,sport,0.8954982,Positive
The Algerian team was playing with a shirt carrying a full map of Morocco not deficient,sport,0.820314,Neutral
TV TV did not convey the interview for fear of the scandal quadruple in the going and a quadruple in the second leg it is Morocco gentlemen,sport,0.53221536,Negative
For this majority they were prevented from transferring the match on television because they know that the result will be an integrity and avoid embarrassment Long live the king Long live Morocco,sport,0.597984,Neutral
One billion and three hundred million cubic meters congratulations to the victory over Hokkistan Taburistan which prevented the media from transferring the resounding scandal where is their striking power,sport,0.63671386,Positive
Algeria will wish that the Moroccan national team had played with shirts bearing the map of the best word of leisure sassasa Al -Osiss and Al -Nakhli I did not find in their country and lost the same result,sport,0.53881645,Negative
Congratulations to the lists of our dialects and you will give you the girls of Algeria the sedition is more severe than the killing,sport,0.5539326,Neutral
Gelja Al -Qaja the map the map the lip of them even in the girls my uncle you want to do it,sport,0.88072485,Neutral
Their words are known we do not care about anything while work and honesty were the one that gave these results not fraud misinformation and hatred that ate them and exiles their tongues what is Mazmar and this does not mean that this exceeded the perception and Bandar for madness God forbid,sport,0.8787418,Negative
On the map on the shirt and on the ground Dima Timbett,sport,0.91000694,Neutral
Congratulations to the Moroccan national team for girls by beating the Algerian national team from their country Moroccans all over the world do not leave the opportunity for Algeria in all the field of Morocco God God the homeland King Mabbabbbbruck a thousand congratulations to the Moroccan desert from Tangier to Kouirawith it,sport,0.94830817,Positive
With the slogan of God the homeland King Bardo Leah may God give you the splendor,sport,0.6287347,Positive
If the penal team wore a shirt on the Moroccan map and withdrew it would have been more merciful,sport,0.586333,Neutral
The Moroccan deserts are sweeping Algeria with goals for zero in the total of the two matches,sport,0.7413271,Neutral
A sentence but a useful sentence that delivers the glory chest to the daughters,sport,0.52498394,Positive
And tonight consolation and dinner when Tabun in Sheraton,sport,0.879481,Neutral
It is the plot of slaughtering is the reason Hahaha,sport,0.6647077,Neutral
The people are calling for Zero to sweep the Eastern Desert in our way other than go without return,sport,0.73492825,Neutral
I mean in going and going to the feast of the rescue volcano I will be tossed with a room,sport,0.54516405,Neutral
Thank you Algeria,sport,0.868831,Positive
Dima Morocco our slogan God the homeland the king from Tangier to Kouira,sport,0.87381285,Neutral
It was obligatory for the Karajoli channel not to transfer the interview directly because of its knowledge of the power of our national team for the Atlas osteoporosis than not affected and the Crossoli and the Caragul,sport,0.77090067,Neutral
Algeria sings my heart,sport,0.6932451,Positive
The loss against Morocco came because of the referees whether in the first leg or the second leg,sport,0.8059013,Negative
That is why they were not transferred they know very well that they have become a misfortune in front of the kingdom in all fields Without exception our Moroccan daughters for this sweeping victory,sport,0.4842004,Negative
Haylash Algeria did not license to transfer the match directly they were afraid of the world,sport,0.84084445,Negative
The first conclusion is that the shirt of the renaissance of a volcano was spacious so he was satisfied with clean harshs,sport,0.7606463,Neutral
To protect you with success God willing wherever you are you will leave,sport,0.6053829,Positive
Morocco Algeria congratulates the Atlas ’lifestyles the easy victory and qualification for the next round and no consolation,sport,0.91795945,Positive
Daba and brother Naeouh we explain to you and since stupidity is the extent of its extent we will say to you with our health in all cases,sport,0.5647031,Negative
The Atlas Louers shake the foxes in the homes of her home,sport,0.86742,Neutral
The Moroccans whatever they are black cubs or cubs,sport,0.79565716,Neutral
May God be pleased with you and protect you from all evil,sport,0.8495937,Positive
Everyone is conspiring against Algeria rulers and perhaps the International Sports Court,sport,0.7813549,Negative
C Al -Ghazal Al -Ghazal Palati Palati is interrupted,sport,0.64571536,Neutral
This result will be recorded by history and future generations will remember This is an unparalleled victory,sport,0.95018375,Positive
The interview will be repeated but before that the Cameroon will be returned and the World Cup will be repeated then the Berkane and the Federation of College of the College of the face with the end of the route,sport,0.9080789,Neutral
L qk Galaja Geagea Geagea four and a million congratulations Fali and four million congratulations Valeb,sport,0.72668666,Positive
Daba Ghadi will be the process of throwing stones,sport,0.5961256,Neutral
One and a half million congratulations to the deer of victory yet and in all the sporting sporting political social literary social diplomatic Al -Hamad and thanks to the one Sunday,sport,0.9069038,Positive
The Royal Moroccan Football Federation should protest against the CAF and FIFA not to license to transfer this I think it is another opportunity to expose the Algerian regime and expose it to new penalties and compensation to the advertising companies,sport,0.7200039,Negative
Algeria has many money and can build many relations with many countries,sport,0.6958402,Positive
The match number was today May at the hour I mean the Algerian Mouloudia team crowned today in the championship for the time,sport,0.93166995,Neutral
The Moroccan Atlas Louers of Loles and Atlas whose name is Mabrouk and the Moroccans and more brilliance and victories God willing,sport,0.7468328,Positive
On the map three for zero back and back and without a map of four to zero back and the FIFA competition does not allow the map so that it does not occur in the problems regarding Palestine If Israel put the map on its team shirts,sport,0.5369912,Negative
Hadi is intended and God even intended,sport,0.60909504,Neutral
I would like to get back O Khoo Barak,sport,0.59594494,Positive
Algeria must be forgotten and prepared for a country team that excluded our first women's team in our home from going to the Olympic Games in Paris,sport,0.78539497,Negative
There must be a review of a defect or a bad choice whether deliberate or not I wish to fix matters because the team is less than a year is the future and the same applies to a team less than a year,sport,0.61109567,Neutral
The loss in front of major schools in refining football talents in the world and forming England and America is not a defect is that we do not correct the weaknesses errors and reform with success,sport,0.5556901,Negative
Egypt is most of its players if not all of them from the Egyptian championship because they are the most African and Arab in the titles but Morocco even the young groups bring them from outside the tournamentKaba Volleyball continental basketball and long list,sport,0.72142786,Neutral
A systematic systematic error in choosing the players so it does not mean that you call children from several countries to train them It was better to adopt the children of the Moroccan until their summoning for training will be easy and supportive of their families,sport,0.5022456,Neutral
Why is this national championship really our children from inside or outside they are the children of Morocco and they are entitled to defend their representation among the national teams but justice and equal opportunities to create honorable competition while overcoming a party without a party not justice or parity we hope it will remedy this,sport,0.575978,Neutral
Walking a problem that is still young and decorated with an experience and a brother who is a loss for the important learning and refinement,sport,0.6068051,Neutral
Before there was no club neither the army nor the hope nor the Wydad and the formation of formation in football in the full sense of the word for the infrastructure technical frameworks medical frameworks or the academies and football schools that respond to the conditions of the game newlyweds and at least two decades must be met with the continuation of training and the affiliation of its developmentIn the world to achieve goals,sport,0.7988369,Neutral
The head of Lavoka is in a big decline and all the fear is to lose the Congo match so that he will wake up from his intransigence and understanding,sport,0.733024,Negative
A bright fact despite the Barca competencies the most heinous copy of it for decades,sport,0.46180987,Neutral
Laporta said that he is pleased that Xavi remains in Nadine as a club lover and not as a coach,sport,0.51165426,Neutral
Al -Barsa is a big and ancient team that must have a coach with respect and appreciation,sport,0.7384144,Positive
Xavi as a coach came to the League after a training experience in Qatar with this Al -Saddah team this actually reliable experience to train a team the size of the lepers especially after the departure of the Catalan icon has a team of young men who only lack a coach who has an experience in training to fly well and the reality of the situation says that Xavi is not a manThe stage with furniture,sport,0.50298923,Negative
Coach Ecafi Hernandis said in his real statements that he did not lie that the club is in a financial crisis that he is not Carial Madrid or the major clubs and this talk did not like the president of Laporta,sport,0.54094625,Neutral
A mistake was a fatal integration in the comment The Catalan icon Mesiwal was correct,sport,0.5992151,Neutral
As a fan and a lover I hope Xavi remains a coach of Barsa until it falls to the second section hahahahahahaha I say that in terms of humor and truth that Xavi as a coach is not suitable for training for the lack of experience cunning talent in training ability and additional touch to motivate the players and create the spirit of the team and Cranta with Xavi lost Tiki Taka Al -Barsa and we saw the weakest offer of Vanduski and othersThe team provides good players with the need for the best players as a player who has nothing to do with the coach's healing,sport,0.49431112,Neutral
It was a catastrophic year for Barcelona and if he continued I did not see any change and with the same players if the same result will be the next year Conde and the biggest disobediences in defense how are the cure and the administration does not know this and the barriers know,sport,0.8291427,Negative
Why should it be given a chance the Baris team will regain its global luster,sport,0.6994479,Neutral
When you win the honor to embrace the World Cup against competitors from the first world the Netherlands Belgium Germany know that you are on the right path and with a large difference of votes I mean FIFA's Congress fears in Brazil and you will not hear the three in their official channels they suspend the failure of the organization on the corisenal the gossse and the Infatteno is kidnapped from Neymar andRonaldo and that Kaka studied with Invattino and works in FIFA,sport,0.6152561,Neutral
And the World Cup for Women in Morocco God willing,sport,0.50849086,Neutral
I think that Fawzi Qaja is lost in this koumah against Algeria the first candidate Hahahaha,sport,0.6831193,Negative
God willing and we will return to the cup and then it does not matter if you are the elder,sawt-soura,0.5157511,Neutral
Thus a statement is supposed to be a catalyst for a volcano to exert the maximum effort to win the title from the heart of Cairo the opponent's den,sawt-soura,0.8313081,Neutral
The elder is not defeated my friend praise be to God that we are not sayings but actions,sawt-soura,0.6796224,Positive
God willing the cup will answer us in your hands and a men on the field and they do not fear you all,sawt-soura,0.6810475,Positive
Of course I hope to win for our team Nahdet Berkane in the cup but it will be a difficult interview because the goal that Zamalek scored to go is difficult for things to our teamSaeed urged the two teams and God willing our team will return to the renaissance of a volcano in the cup Greetings,sawt-soura,0.54055125,Positive
It is very sad for myself as a Moroccan that we Moroccans are still not fluent in our Moroccan language even by a percentage in our conversations We must mix it with strange vocabulary about it either in French or in another language so there is no good in a nation that does not master its language and eat from outside its land,sawt-soura,0.9671646,Negative
May God help them to fight crime and drug owners,sawt-soura,0.49781364,Positive
Glory to men and women in the city of Agadir their tireless and elaborate work is clear in the city which is more beautiful and safe day after day all love and appreciation,sawt-soura,0.98921204,Positive
I passed before this swamp near an unpleasant smellAnd the chiah their head is a harsh They have a new market outside the civilization,sawt-soura,0.64532363,Negative
A picture showing the level of the municipal council of the city of Sidi Bennour my message to the first earthen official on the city of Sidi Bennour the worker of His Majesty and to all members of the collective council led by the President in God you should not be ashamed of yourselves and the city market lives this situation which does not supervise neither the city nor the Moroccan state because it is notIt is reasonable for a market that is considered one of the largest markets of the Kingdom and has very important fiscal revenues,sawt-soura,0.5673589,Neutral
An excellent investigation from a certain angle this phenomenon that floats from time to time on the surface of the diaries of the southeast a tribute to the media who contributed to taking this work,sawt-soura,0.84057534,Positive
My brother the minister I ask you to visit the Hassan II Hospital in the entry because if you look at the Urgent Department in the Dakhil you see the wall in the event that it is lengthened until the pigment as it is a peeYou go to the doctor what is this case sir the minister,sawt-soura,0.7446198,Neutral
Priority for major regional hospitals especially for urgent to reduce overcrowding and wait for long hours,sawt-soura,0.6271307,Neutral
People the Moroccan Sahara deserve all the best patriotic people who are jealous of their countries,sawt-soura,0.3780062,Neutral
Throughout the week we contact the relevant authorities of the East Regional Center for Youth Contracting in Agriculture and Food Industries in the city of Oujda no response no answer no on the phone or on the electronic platform,sawt-soura,0.53359854,Neutral
By God it is a farce as a dirham with a right and one is ease with you,sawt-soura,0.51248276,Neutral
It is necessary to rely on technology instead of spreading a lot of security in roads and dams,sawt-soura,0.6103222,Neutral
Good and reassure us to the front of the blessing of God the homeland and the king to live in security and safety among other nations,sawt-soura,0.8616528,Positive
Thank you for His Majesty King Mohammed VI the leader of the beloved country Thank you to Mr Al -HamoushiHomeland,sawt-soura,0.96706647,Positive
Thank you to Mr Al -Hamoushi Director General of National Security who was able to spread security in the rest of the countryMr Al -Hamoushi to open a security department in the Boskoura group with the employment of Al -Nawasir an upgrading security and the traffic system and the Golan closer to the citizen,sawt-soura,0.8755873,Positive
In the name of God the Most Gracious the Most Merciful After thanks to His Majesty King Mohammed VI thank you to Mr Al -Hamoushi Director General of National SecuritySelf performs our homeland God felt the homeland the king,sawt-soura,0.7961488,Positive
The presidency of Algeria is controlled by the military and walked away it will be the new president,international,0.6232283,Neutral
If France wants it as the head of Algeria it will be,international,0.8650306,Neutral
Algeria is not elected neither parliamentarians ministers nor presidents just below the Caprons,international,0.75145847,Negative
Louisa Hanoun enjoys political discourse issued from a political depth aimed at the Algerian social economic and horrific development needs tenderness,international,0.5119345,Neutral
Louisa Hanoun her left has a discussion and scrutiny accepting to play the role of a rabbit race and turn into a laughing in a political system led by the military and he is the one who chooses and recommends who is in the Palace of Al -Mouradia a play,international,0.717469,Neutral
A year you can succeed by virtue of it is an old system,international,0.51221687,Neutral
Kabraban France is the one who appoints the president the doll in a mock elections that no Algerian accepts as we have seen the participation rate in the previous elections that did not reach the participation rate to the military numbers and imagined the real number Haha,international,0.5768435,Negative
You will take the money for the role of the combs I wondering they did it in prison until it became a trumpet for the military,international,0.568651,Neutral
Good luck God willing there is no right behind a student,international,0.68506205,Positive
The affectionate of the race is as usual and polishing the image,international,0.5286618,Neutral
Hadi is known to be the race of the race may God guide her to her,international,0.521174,Neutral
Congratulations to Sister Hanoun who is starring in the Algerian play called presidential elections,international,0.95228595,Positive
It is not in the Karagla hedgehogs who breastfeed the hatred of Morocco from a young age as they study it in educational curricula and to change their mentalities,international,0.857471,Negative
Luisza nominated the presidential elections in Algeria and she knows that the army controls the result which is evident by a company to spoil political life in this country,international,0.81034213,Negative
We wish her all the best The lady is known for the grandfather and perseverance,international,0.9426107,Positive
Any Algerian president says that the Sahara is Moroccan The assassination of the assassination of the state of the Algerian presidents is not a word but they are only a tool and the political spokesperson for the decisions of the Karagla generals is a political in Al -Hazayer no strategic vision no development in the long run nor the relative of the island with oil and natural resourcesAnd humanity must be like the Emirates and Qatar in terms of infrastructure growth and export but the generals have another opinion and this indicates that Al -Jazeer was not a state with a president prince institutions and administration before not the time of the French nor the time of the Ottomans nor beforeBecause since the units of the state in the army and the military are the state not the president and to this day the military is the one who rules and for the sake of showing the world that Al -Jazeer is a civil state that appoints the president parliament ministries and everything and this is manipulation because the actual ruler is the military,international,0.5582984,Neutral
Algeria is not governed by no harsh affectionate and my blindness,international,0.5254617,Negative
The head or president of the Civilization of the Cabinets is adopted within the Elysee Palace because it is still affiliated with France according to the Evan agreements,international,0.9051466,Neutral
The elections in democratic societies are a mechanism that enables peoples and societies to choose their representatives and their rulers and may vary from one country to another and may be marred by some mustaches or record violations and errors and try to make them more credible with the passage of practice and the experience that the candidate and the candidate acquires but the problem is to set upHimself is the one who does not know the meaning of the election and did not practice it in his life as the sperm for their master and their master to elect and choose those who governed them after him is amazing that these people allow yourselves to cynicize and attack and give lessons to their masters and God is the height of insolence,international,0.8121566,Negative
The same faces and the same are only to commence the general view of the kraghah in collusion with the cabarean,international,0.79280543,Neutral
Louisa Hanoun or others are nothing but rabbits of a race that brings the electoral ceremony As for the president they are a predetermined by the partner of France and the Sabra,international,0.61126053,Negative
A fictitious country an imaginary head a fake government an imaginary parliament imaginary martyrs,international,0.74096644,Negative
A waste because things are pre -established by the military,international,0.7731957,Negative
Is there originally the true head of state is the army which is currently accompanied by his logic Mr Taboun as for a play that is nominated by a affectionate picn,international,0.9002937,Neutral
Louisa Hanoun just a rabbit was invited to run by the military as usual so that the refrigerated people is to be stated that the state is a democracy by virtue of having strong competitors from all segments of society in the presidential elections,international,0.7163823,Neutral
Algeria is governed by the Kabraban and France the enemy of Morocco is the military and France which protects it and caused the looting of the Eastern Sahara lands,international,0.780524,Negative
What my attention stressed is the sign that left the left -wing candidate and written in a colonist after seventy years of the departure of the French army from Algeria The language of the colonizer is still the language of the country,international,0.51234806,Neutral
For everyone who wants to win the Algerian elections Du must be weak in person,international,0.5268491,Negative
She must make sure of the number of cubic meters of sea water that can be sweetened while the rest is the army's easy to do everything,international,0.6631512,Neutral
God suffices us and yes the agent in these Zionists the hypocrites who cooperate with them,international,0.5403944,Negative
Oh God grant victory to our brothers in Palestine a dismissed victory for they have no good Lord and in Gaza in particular God extends them with soldiers from you as I extended the people of Badr and made them dear,international,0.56853896,Neutral
The Nioto -backed Ukraine has counted the soldiers and mercenaries in Kharkif only during the past hour,international,0.63750285,Neutral
Victory and empowerment of our Mujahideen in Gaza glory death and humiliating to the children of Zion this is the answer to the resistance to every traitor who is tied and seeks to fight the struggling Hamas movement Our hearts are with you not peace,international,0.4695155,Negative
We congratulate our valiant resistance in Gaza all of these and the epics is the legendary steadfastness that heralds victory and does not break or the Zionist lost the war on the seventh of the seventh of October,international,0.84958315,Positive
It is a jihad of victory or martyrdom,international,0.85372543,Neutral
Victory to our brothers in victory for our brothers in and does not sleep the eyes of the cowards,international,0.48464322,Positive
Removal of the Palestinian resistance especially Hamas by Israel by extermination and deadly and they are stupid What will never be achieved by what Israel has never happened in history and Hitler was the most merciful of the animals,international,0.955953,Negative
May God support our Ghazawi brothers Lord,international,0.8230408,Positive
If God supports you there is no majority for God,international,0.6933554,Neutral
The Israeli newspapers themselves do not stop talking about the disasters and the large losses of the Israeli army in Jabalia and the screaming of Israeli officials from fierce battles There is evidence of incurring losses in equipment and lives,international,0.9415403,Negative
Praise be to God a joyful news of Muslims in the world,international,0.9391072,Positive
Dealing with events either to be emotion or by the reality of the Islamic world in front of a fait accompli that has no noise to exterminate Hamas and a comprehensive destruction of the Gaza Strip by Israel in retaliation and a reaction to the process of less what is said that it is reckless that led to catastrophic results and the calamity that the killing and destruction machine is still continuing to do thisThe fact is still many Muslims dealing with it with the logic of passion and invitations and the publication of news about limited operations that may lead to the lives of several individuals only the Arab and Islamic world in front of the matter of the reality of killing and destruction and continuing in their vigor and all the sincerity of supplication and solidarity and the burning of the Israeli or American flag all things that will not change the reality,international,0.69894975,Negative
Russia was unique to Ukraine after the aggression of Gaza which means that the West and the North Atlantic alliance do not concern stability and no peace except the greed of money and interests,international,0.7749578,Negative
Sooner or later NATO will be directly involved in this war We hope that this crisis will pass well because it does not preach good Unfortunately if another world war erupted it will be disastrous and destructive and the countries that produce anything will be the largest of those affected,international,0.8978198,Negative
Nono cannot even in his dreams to defeat Russia militarily and this is something that even the major American and Western military personnel who sell illusion to people are Western politicians,international,0.84639525,Negative
I belong to God and I will return to Him O God grant victory to our brothers in Gaza and Palestine and support Islam and Muslims over the enemies of religion O God the Lord of the worlds and there is no power or power except with God Almighty,international,0.6224289,Positive
